,Timestamp,FIT-800-00/BLOCK1/OUT.CV lb/min,FIT-800-00/DENSITY/OUT.CV kg/m3,FIT-800-00/TEMP/OUT.CV °C,FIT-800-00/VOL_FLOW/OUT.CV L/min,FIT-800-01/BLOCK1/OUT.CV gal/min,FIT-800-02/BLOCK1/OUT.CV gal/min,FIT-800-03/BLOCK1/OUT.CV gal/min,FIT-800-04/BLOCK1/OUT.CV gal/min,FSC-800-01/FCS-600-01_OUT/OUT.CV %,FSC-800-01/FCS-600-01_OUT/PV.CV no units,FSC-800-01/FCS-600-01_OUT/SP.CV no units,PIC-800_SLAVE/PID1/OUT.CV %,PIC-800_SLAVE/PID1/PV.CV psig,PIC-800_SLAVE/PID1/SP.CV psig,PIT-800-00/AI1/OUT.CV psi,PIT-800-01/AI1/OUT.CV psi,PIT-800-02/AI1/OUT.CV psi,PIT-800-03/AI1/OUT.CV psi,PIT-800-04/AI1/OUT.CV psi,TE-800-01/AI1/OUT.CV °C,TE-800-02/AI1/OUT.CV °C,TE-800-03/AI1/OUT.CV °C,TE-800-04/AI1/OUT.CV °C,TE-800-05/AI1/OUT.CV °C,TE-800-06/AI1/OUT.CV °C,TE-800-07/AI1/OUT.CV °C,TE-800-08/AI1/OUT.CV °C,TE-800-09/AI1/OUT.CV °C,TE-800-10/AI1/OUT.CV °C,TE-800-11/AI1/OUT.CV °C,TE-800-12/AI1/OUT.CV °C,TE-800-13/AI1/OUT.CV °C,TE-800-14/AI1/OUT.CV °C,TE-800-15/AI1/OUT.CV °C,TE-800-16/AI1/OUT.CV °C,TIC-800_MASTER/PID1/PV.CV °C,TIC-800_MASTER/PID1/SP.CV °C,TT-800-00F/AI1/OUT.CV °C,TT-800-00P/AI1/OUT.CV °C,TT-800-01P/AI1/OUT.CV °C,TT-800-02P/AI1/OUT.CV °C,TT-800-03P/AI1/OUT.CV °C,TT-800-04P/AI1/OUT.CV °C
184,2025-04-22 15:00:40-04:00,1.6622800827026367,17.14484977722168,154.5609130859375,44.32504653930664,20.006866455078125,10.019837379455566,0.0,6.176661491394043,62.94857025146485,62.94267272949219,62.94843292236328,47.32155990600586,25.075105667114254,25.0,25.182395935058597,2.2813193798065186,4.033246040344238,43.49679183959961,1.721648097038269,27.60467529296875,35.984039306640625,35.07080078125,28.51791381835937,14.386749267578123,23.326873779296875,128.39736938476562,127.83660888671876,24.432373046875,24.40032958984375,27.74887084960937,27.332305908203125,26.146697998046875,26.178741455078125,26.32293701171875,26.13067626953125,35.07080078125,35.07080078125,154.61268615722656,26.126680374145508,27.629852294921875,25.88604736328125,23.9737548828125,25.72299194335937
185,2025-04-22 15:00:50-04:00,1.6908907890319824,16.772750854492188,154.4869384765625,45.987571716308594,19.98970031738281,10.019837379455566,0.0,6.176661491394043,62.9476318359375,62.94376754760742,62.94684600830078,47.1287841796875,25.07957649230957,25.0,25.085834503173828,2.2813193798065186,4.033246040344238,43.46818161010742,1.7395298480987549,27.60467529296875,35.83984375,35.07080078125,28.533935546875,14.386749267578123,23.31085205078125,128.4454345703125,127.90069580078124,24.40032958984375,24.352264404296875,27.780914306640625,27.28424072265625,26.19476318359375,26.13067626953125,26.2908935546875,26.1627197265625,35.07080078125,35.07080078125,154.47494506835938,26.153564453125,27.629852294921875,25.88604736328125,23.9737548828125,25.72299194335937
186,2025-04-22 15:01:00-04:00,1.664664387702942,16.935134887695312,154.4129638671875,44.89476776123047,19.98970031738281,10.019837379455566,0.0,6.176661491394043,62.935306549072266,62.93986892700195,62.935306549072266,47.02769470214844,25.042919158935547,25.0,24.98211669921875,2.2813193798065186,4.033246040344238,43.48963928222656,1.725224494934082,27.60467529296875,35.61553955078125,35.07080078125,28.50189208984375,14.386749267578123,23.31085205078125,128.49349975585938,127.98080444335938,24.352264404296875,24.30419921875,27.74887084960937,27.268218994140625,26.146697998046875,26.114654541015625,26.25885009765625,26.13067626953125,35.07080078125,35.07080078125,154.37164306640625,26.153564453125,27.629852294921875,25.88604736328125,23.9737548828125,25.72299194335937
187,2025-04-22 15:01:10-04:00,1.6730092763900757,16.65340805053711,154.3389892578125,45.089935302734375,20.01354217529297,10.019837379455566,0.0,6.194304943084717,62.97222137451172,62.96609115600586,62.9747428894043,47.06283187866211,25.001239776611328,25.0,25.007156372070312,2.2813193798065186,4.033246040344238,43.47533416748047,1.7466826438903809,27.60467529296875,35.887908935546875,35.022735595703125,28.485870361328125,14.386749267578123,23.31085205078125,128.52554321289062,128.0609130859375,24.352264404296875,24.30419921875,27.73284912109375,27.23617553710937,26.13067626953125,26.08261108398437,26.25885009765625,26.08261108398437,35.022735595703125,35.022735595703125,154.29129028320312,26.1810302734375,27.629852294921875,25.88604736328125,23.9737548828125,25.749298095703125
188,2025-04-22 15:01:20-04:00,1.6515512466430664,16.284351348876953,154.27931213378906,46.48136520385742,19.988746643066406,9.995040893554688,0.0,6.164501190185547,62.97247695922852,62.96748352050781,62.96870040893555,47.082366943359375,24.972352981567383,25.0,24.98211669921875,2.2363765239715576,4.033246040344238,43.47533416748047,1.7288007736206057,27.588653564453125,35.93597412109375,35.022735595703125,28.453826904296875,14.40277099609375,23.326873779296875,128.46145629882812,128.125,24.40032958984375,24.33624267578125,27.684783935546875,27.252197265625,26.0986328125,26.0986328125,26.2908935546875,26.08261108398437,35.022735595703125,35.022735595703125,154.29129028320312,26.1810302734375,27.629852294921875,25.88604736328125,23.9737548828125,25.749298095703125
189,2025-04-22 15:01:30-04:00,1.6849302053451538,17.21491050720215,154.27674865722656,44.967559814453125,19.988746643066406,9.96070671081543,0.0,6.145427703857422,62.96237182617188,62.96718215942383,62.96406173706055,47.11165237426758,24.94635391235352,25.0,24.903438568115234,2.2735707759857178,4.033246040344238,43.48963928222656,1.7288007736206057,27.5726318359375,35.87188720703125,35.022735595703125,28.485870361328125,14.40277099609375,23.31085205078125,128.41339111328125,127.98080444335938,24.384307861328125,24.30419921875,27.7008056640625,27.252197265625,26.114654541015625,26.08261108398437,26.25885009765625,26.0986328125,35.022735595703125,35.022735595703125,154.24539184570312,26.20849609375,27.629852294921875,25.88604736328125,23.9737548828125,25.749298095703125
190,2025-04-22 15:01:40-04:00,1.687314510345459,17.43167495727539,154.27420043945312,45.41764831542969,19.999237060546875,10.023652076721191,0.0,6.145427703857422,62.9342155456543,62.93917465209961,62.93742370605469,47.39106750488281,24.86648368835449,25.0,24.94635391235352,2.2735707759857178,4.033246040344238,43.5110969543457,1.7466826438903809,27.5726318359375,35.663604736328125,35.0067138671875,28.485870361328125,14.40277099609375,23.31085205078125,128.46145629882812,128.01284790039062,24.3682861328125,24.320220947265625,27.7008056640625,27.252197265625,26.114654541015625,26.0986328125,26.2908935546875,26.0986328125,35.0067138671875,35.0067138671875,154.2224578857422,26.20849609375,27.629852294921875,25.88604736328125,23.9737548828125,25.749298095703125
191,2025-04-22 15:01:50-04:00,1.6563196182250977,16.83854103088379,154.2716522216797,44.74959564208984,19.999237060546875,10.002670288085938,0.0,6.145427703857422,62.9710807800293,62.96346664428711,62.96358489990234,47.46836853027344,24.910383224487305,25.0,24.932048797607425,2.26117205619812,4.033246040344238,43.45745468139648,1.732377052307129,27.5726318359375,35.74371337890625,34.990692138671875,28.485870361328125,14.40277099609375,23.31085205078125,128.33328247070312,128.07693481445312,24.40032958984375,24.352264404296875,27.716827392578125,27.268218994140625,26.114654541015625,26.13067626953125,26.306915283203125,26.0986328125,34.990692138671875,34.990692138671875,154.199462890625,26.20849609375,27.629852294921875,25.88604736328125,23.9737548828125,25.749298095703125
192,2025-04-22 15:02:00-04:00,1.6825460195541382,16.803234100341797,154.26910400390625,46.02788925170898,19.979209899902344,9.981689453125,0.0,6.156156539916992,62.95421600341797,62.96060562133789,62.95659255981445,47.39537048339844,25.002948760986328,25.0,25.11086845397949,2.231727361679077,4.033246040344238,43.52182769775391,1.732377052307129,27.556610107421875,35.83984375,34.990692138671875,28.485870361328125,14.40277099609375,23.326873779296875,128.3172607421875,127.88467407226562,24.384307861328125,24.33624267578125,27.73284912109375,27.252197265625,26.146697998046875,26.0986328125,26.274871826171875,26.114654541015625,34.990692138671875,34.990692138671875,154.24539184570312,26.20849609375,27.629852294921875,25.88604736328125,23.9737548828125,25.77618408203125
193,2025-04-22 15:02:10-04:00,1.6765855550765991,16.923315048217773,154.37762451171875,45.18854904174805,20.01354217529297,9.962614059448242,0.0,6.175946235656738,62.94837188720703,62.946624755859375,62.9360580444336,47.29859161376953,25.04138565063477,25.0,25.042919158935547,2.231727361679077,4.033246040344238,43.500370025634766,1.732377052307129,27.556610107421875,35.9039306640625,34.990692138671875,28.485870361328125,14.418792724609377,23.31085205078125,128.4454345703125,127.83660888671876,24.320220947265625,24.28817749023437,27.7008056640625,27.23617553710937,26.114654541015625,26.08261108398437,26.226806640625,26.0986328125,34.990692138671875,34.990692138671875,154.26834106445312,26.20849609375,27.604093551635746,25.88604736328125,23.9737548828125,25.77618408203125
194,2025-04-22 15:02:20-04:00,1.664664387702942,17.175817489624023,154.5337371826172,44.27484130859375,20.0030517578125,9.983596801757812,0.0,6.18691349029541,62.92247772216797,62.91676330566406,62.921966552734375,47.05455780029297,25.101673126220703,25.0,25.04649543762207,2.2828691005706787,4.033246040344238,43.46818161010742,1.7431061267852783,27.556610107421875,35.887908935546875,35.0067138671875,28.4698486328125,14.40277099609375,23.31085205078125,128.47747802734375,127.94876098632812,24.3682861328125,24.320220947265625,27.7008056640625,27.23617553710937,26.0986328125,26.08261108398437,26.242828369140625,26.050567626953125,35.0067138671875,35.0067138671875,154.3601837158203,26.23538017272949,27.604093551635746,25.860013961791992,23.9737548828125,25.77618408203125
195,2025-04-22 15:02:30-04:00,1.6658564805984497,17.08838653564453,154.7018585205078,44.07610321044922,20.0030517578125,10.019837379455566,0.0,6.149957656860352,62.93595504760742,62.93109130859375,62.929630279541016,46.98825454711914,25.060203552246094,25.0,25.060800552368164,2.2828691005706787,4.033246040344238,43.44672393798828,1.7180718183517456,27.54058837890625,35.93597412109375,35.0067138671875,28.4698486328125,14.418792724609377,23.31085205078125,128.52554321289062,127.996826171875,24.320220947265625,24.27215576171875,27.684783935546875,27.23617553710937,26.0986328125,26.06658935546875,26.226806640625,26.08261108398437,35.0067138671875,35.0067138671875,154.5093994140625,26.23538017272949,27.604093551635746,25.88604736328125,23.9737548828125,25.77618408203125
196,2025-04-22 15:02:40-04:00,1.6658564805984497,17.1290225982666,154.91799926757812,44.53524398803711,19.988746643066406,10.019837379455566,0.0,6.149957656860352,62.964805603027344,62.97174072265625,62.96651840209961,47.04148483276367,25.032188415527344,25.0,24.95708274841309,2.270471334457397,4.033246040344238,43.435997009277344,1.7288007736206057,27.54058837890625,35.58349609375,34.97467041015625,28.453826904296875,14.418792724609377,23.326873779296875,128.4454345703125,128.02886962890625,24.33624267578125,24.28817749023437,27.684783935546875,27.23617553710937,26.0986328125,26.08261108398437,26.226806640625,26.050567626953125,34.97467041015625,34.97467041015625,154.784912109375,26.262845993041992,27.604093551635746,25.860013961791992,23.9737548828125,25.77618408203125
